,Film,PageRank Score,Country,tconst,Year
3003,Burning Man: Metropolis (2012),4.473401683586583e-05,USA,tt2010938,2012
3004,Yue guang da xia (1968),4.473401683586583e-05,Taiwan,tt3611058,1968
3005,Faster (2003),4.473401683586583e-05,USA,tt0368721,2003
3006,Hito no isshô - Jinsei banji kane no maki: Dai ippen (1928),4.473401683586583e-05,Japan,tt0019007,1928
3007,I Love a Mystery (1945),4.473401683586583e-05,USA,tt0037803,1945
3008,Dear Ruth (1947),4.473401683586583e-05,USA,tt0039307,1947
3009,Tasogare Seibei (2002),4.473401683586583e-05,Japan,tt0351817,2002
3010,The Yes Men (2003),4.473401683586583e-05,USA,tt0379593,2003
3011,Anfea: The Movie (2007),4.473401683586583e-05,Japan,tt0906671,2007
3012,American Drug War: The Last White Hope (2007),4.473401683586583e-05,USA,tt1033467,2007
3013,Holly Does Hollywood Again (1987),4.473401683586583e-05,USA,tt0140186,1987
3014,Death Note: The Last Name (2006),4.473401683586583e-05,"Japan,USA",tt0810827,2006
3015,The LXD: The Uprising Begins (2010),4.473401683586583e-05,USA,tt3995980,2010
3016,Tukabseu (1993),4.473401683586583e-05,South Korea,tt0108418,1993
3017,Rear View (1989),4.473401683586583e-05,USA,tt0146190,1989
3018,The Westland Case (1937),4.473401683586583e-05,USA,tt0029757,1937
3019,"Fighting Thru; or, California in 1878 (1930)",4.473401683586583e-05,USA,tt0020884,1930
3020,West of the Pecos (1922),4.473401683586583e-05,USA,tt0013745,1922
3021,The Work and the Glory (2004),4.473401683586583e-05,USA,tt0410454,2004
3022,Jigoku (1960),4.473401683586583e-05,Japan,tt0154683,1960
3023,Hana to hebi (2004),4.473401683586583e-05,Japan,tt0388098,2004
3024,The Clinic (2001),4.473401683586583e-05,USA,tt7632128,2001
3025,The Watchers (2010),4.473401683586583e-05,USA,tt2356526,2010
3026,Honkon no yoru (1961),4.473401683586583e-05,"Hong Kong,Japan",tt0162494,1961
3027,Enjo-kôsai bokumetsu undô (2001),4.473401683586583e-05,Japan,tt0314021,2001
3028,Graffiti Verité 3: A Voyage Into the Iconography of Graffiti Art (2000),4.473401683586583e-05,USA,tt0269256,2000
3029,Goyôkiba (1972),4.473401683586583e-05,Japan,tt0068650,1972
3030,Friend of the Family (1995),4.473401683586583e-05,USA,tt0113119,1995
3031,L.A. Heat (1989),4.473401683586583e-05,USA,tt0097699,1989
3032,Gonggongui jeog (2002),4.473401683586583e-05,South Korea,tt0306909,2002
3033,Goldy: The Last of the Golden Bears (1984),4.473401683586583e-05,USA,tt0087348,1984
3034,El Salvador (1959),4.473401683586583e-05,USA,tt0344295,1959
3035,Bubble Bubble Meows and the Meteor Stomachache (2014),4.473401683586583e-05,USA,tt2917574,2014
3036,Bai lian xie shen (1993),4.473401683586583e-05,Hong Kong,tt0106344,1993
3037,Inuyasha - Toki wo Koeru Omoi (2001),4.473401683586583e-05,Japan,tt0322645,2001
3038,Chu Liu Xiang chuan qi (1980),4.473401683586583e-05,Taiwan,tt2169508,1980
3039,Hyakumanryô hibun: Dai ippen (1927),4.473401683586583e-05,Japan,tt0495711,1927
3040,Chronicles: Family Diaries I (1970),4.473401683586583e-05,USA,tt0401323,1970
3041,Ashi ni sawatta onna (1926),4.473401683586583e-05,Japan,tt0290430,1926
3042,Bikini Summer (1991),4.473401683586583e-05,USA,tt0101449,1991
3043,Eiga-ban: Futari ecchi (2011),4.473401683586583e-05,Japan,tt1927041,2011
3044,Bab's Diary (1917),4.473401683586583e-05,USA,tt0007667,1917
3045,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan (2014),4.473401683586583e-05,Japan,tt3871940,2014
3046,Time Out for Murder (1938),4.473401683586583e-05,USA,tt0030873,1938
3047,The Trail Beyond (1934),4.473401683586583e-05,USA,tt0025903,1934
3048,Girls Gone Wild: Girls Who Crave Sex Vol. 1 (2007),4.473401683586583e-05,USA,tt2100471,2007
3049,Ginger (1971),4.473401683586583e-05,USA,tt0067133,1971
3050,Frontier Rangers (1959),4.473401683586583e-05,USA,tt0052828,1959
3051,Christy Canyon X-Posed (1990),4.473401683586583e-05,USA,tt0160133,1990
3052,Tigers' Quest (2006),4.473401683586583e-05,USA,tt6072102,2006
3053,C+ jing taam (2007),4.473401683586583e-05,Hong Kong,tt1107807,2007
3054,S.O.L. (2012),4.473401683586583e-05,USA,tt4049158,2012
3055,Indecent Behavior (1993),4.473401683586583e-05,USA,tt0107210,1993
3056,Chuji tabi nikki: Koshu tate hen (1927),4.473401683586583e-05,Japan,tt0432793,1927
3057,Cyborg Cop (1993),4.473401683586583e-05,USA,tt0109517,1993
3058,Daibosatsu Tôge (1953),4.473401683586583e-05,Japan,tt1943682,1953
3059,The Shadow Returns (1946),4.473401683586583e-05,USA,tt0038926,1946
3060,Dresden Diary (1986),4.473401683586583e-05,USA,tt0124445,1986
3061,The New Adventures of J. Rufus Wallingford (1915),4.473401683586583e-05,USA,tt0177041,1915
3062,Shock to the System (2006),4.473401683586583e-05,USA,tt0780606,2006
3063,American Kickboxer (1991),4.473401683586583e-05,USA,tt0101325,1991
3064,Who Shaved Trinity Loren? (1988),4.473401683586583e-05,USA,tt0153792,1988
3065,Chikyu wa mawaru: Dai-ichi-bu Kako hen (1928),4.473401683586583e-05,Japan,tt0436169,1928
3066,You huan dao shi (1985),4.473401683586583e-05,Taiwan,tt0122103,1985
3067,Daimajin (1966),4.473401683586583e-05,Japan,tt0062851,1966
3068,Janggunui adeul (1990),4.473401683586583e-05,South Korea,tt0099240,1990
3069,Love Is on the Air (1937),4.473401683586583e-05,USA,tt0029166,1937
3070,Daigaku no Eagle: Dai ippen (1928),4.473401683586583e-05,Japan,tt1081961,1928
3071,Torarete Tamaruka! (1992),4.473401683586583e-05,Japan,tt0105623,1992
3072,Jam Films (2002),4.473401683586583e-05,Japan,tt0385791,2002
3073,Gakko (1993),4.473401683586583e-05,Japan,tt0202364,1993
3074,Babylon Pink (1979),4.473401683586583e-05,USA,tt0078821,1979
3075,Twin Cheeks 2 (1991),4.473401683586583e-05,USA,tt0153355,1991
3076,Behind the Backdoor 2 (1989),4.473401683586583e-05,USA,tt0132713,1989
3077,Big Town (1946),4.473401683586583e-05,USA,tt0039186,1946
3078,Sheriff of Tombstone (1941),4.473401683586583e-05,USA,tt0034183,1941
3079,Daibosatsu tôge (1957),4.473401683586583e-05,Japan,tt0409866,1957
3080,Confusion (2015),4.473401683586583e-05,USA,tt3841462,2015
3081,Jia (1953),4.473401683586583e-05,Hong Kong,tt0206840,1953
3082,Show Girl (1928),4.473401683586583e-05,USA,tt0019378,1928
3083,Eomaeobtneun haneularae (1977),4.473401683586583e-05,South Korea,tt0372892,1977
3084,Daibosatsu tôge (1960),4.473401683586583e-05,Japan,tt0409866,1960
3085,Gekijô-ban - Bishôjo senshi Sêrâ Mûn R (1993),4.473401683586583e-05,Japan,tt0106417,1993
3086,Witchcraft 14: Angel of Death (2016),4.473401683586583e-05,USA,tt4756770,2016
3087,Art City 1: Making It in Manhattan (1996),4.473401683586583e-05,USA,tt0115572,1996
3088,Du cheng feng yun (2014),4.473401683586583e-05,"Hong Kong,China",tt3444184,2014
3089,Bunnyman (2011),4.473401683586583e-05,USA,tt1308748,2011
3090,The Notorious Sophie Lang (1934),4.473401683586583e-05,USA,tt0025577,1934
3091,Robot Taekwon V (1976),4.473401683586583e-05,South Korea,tt0245655,1976
3092,Â!! Hana no ôendan (1976),4.473401683586583e-05,Japan,tt0367482,1976
3093,Sasaki Kojiro (1950),4.473401683586583e-05,Japan,tt0259555,1950
3094,Akuma no temari-uta (1977),4.473401683586583e-05,Japan,tt0075650,1977
3095,Sengoku guntô-den - Dai ichibu: Toraôkami (1937),4.473401683586583e-05,Japan,tt0126025,1937
3096,Mito Kômon: Rai Kunitsugu no maki (1934),4.473401683586583e-05,Japan,tt1313250,1934
3097,Black Ribbon (2007),4.473401683586583e-05,USA,tt1077236,2007
3098,Suze's Centerfolds 7 (1983),4.473401683586583e-05,USA,tt0194417,1983
3099,Zoku Banka jigoku: Dai ippen (1928),4.473401683586583e-05,Japan,tt0019848,1928
3100,Kunisada Chuji: Tabi to kokyo no maki (1933),4.473401683586583e-05,Japan,tt0023892,1933
3101,Kurôzu zero (2007),4.473401683586583e-05,Japan,tt1016290,2007
3102,Kuchisake-onna (2007),4.473401683586583e-05,Japan,tt0891520,2007
3103,Gekijouban Shingeki no kyojin Zenpen: Guren no yumiya (2014),4.473401683586583e-05,Japan,tt3646944,2014
3104,Yukinojô henge - Fukushû no koi (1954),4.473401683586583e-05,Japan,tt1943876,1954
3105,Sengoku jidai: Dai ippen (1924),4.473401683586583e-05,Japan,tt4981900,1924
3106,Misoji dôsôkai: Hamegoro no hitozumatachi (1998),4.473401683586583e-05,Japan,tt3706680,1998
3107,Mandie and the Secret Tunnel (2009),4.473401683586583e-05,USA,tt1132286,2009
3108,Supergirl & the Bloody Traces of Stargirl (2014),4.473401683586583e-05,USA,tt4136076,2014
3109,Danger Zone (1951),4.473401683586583e-05,USA,tt0043448,1951
3110,Miyamoto Musashi - Dai-ichi-bu: Kusawake no hitobito - Dai-ni-bu: Eitatsu no mon (1940),4.473401683586583e-05,Japan,tt0032822,1940
3111,Porkchop (2010),4.473401683586583e-05,USA,tt1720198,2010
3112,Justine: Exotic Liaisons (1995),4.473401683586583e-05,USA,tt0113508,1995
3113,Jitsuroku onna kanbetsusho: sei-jigoku (1975),4.473401683586583e-05,Japan,tt0228461,1975
3114,Sit ting fung wan (2009),4.473401683586583e-05,"Hong Kong,China",tt1349853,2009
3115,Pure Country (1992),4.473401683586583e-05,USA,tt0105191,1992
3116,Ai to makoto (1974),4.473401683586583e-05,Japan,tt1703008,1974
3117,Hard Times (2006),4.473401683586583e-05,USA,tt2112165,2006
3118,Taboo American Style 1: The Ruthless Beginning (1985),4.473401683586583e-05,USA,tt0128683,1985
3119,Yi tian tu long ji (1978),4.473401683586583e-05,Hong Kong,tt0077664,1978
3120,Shimizu Jirochô - Gikyôhen (1928),4.473401683586583e-05,Japan,tt0491148,1928
3121,Yôen dokufuden hannya no ohyaku (1968),4.473401683586583e-05,Japan,tt0295052,1968
3122,Scarlet Witch (2014),4.473401683586583e-05,USA,tt5134564,2014
3123,Speed to Burn (1938),4.473401683586583e-05,USA,tt0030778,1938
3124,The Price of Loyalty (2008),4.473401683586583e-05,USA,tt3012924,2008
3125,Shin kankin tôbô: Gekijô-ban (2008),4.473401683586583e-05,Japan,tt1245762,2008
3126,Captive Wild Woman (1943),4.473401683586583e-05,USA,tt0035713,1943
3127,500 Years Later (2005),4.473401683586583e-05,USA,tt0444593,2005
3128,Fear of the Dark (2001),4.473401683586583e-05,USA,tt0308252,2001
3129,Border Brigands (1935),4.473401683586583e-05,USA,tt0026127,1935
3130,Hakui to hitozuma: shitagaru aniyome (1998),4.473401683586583e-05,Japan,tt1781825,1998
3131,Kôkôsei burai hikae (1972),4.473401683586583e-05,Japan,tt1734449,1972
3132,Sukeban deka (1987),4.473401683586583e-05,Japan,tt0188212,1987
3133,Manji (1964),4.473401683586583e-05,Japan,tt0058326,1964
3134,Nemuri Kyôshirô burai hikae (1956),4.473401683586583e-05,Japan,tt0227114,1956
3135,The Footsteps of Capt. Kidd (1915),4.473401683586583e-05,USA,tt0005341,1915
3136,Kidô keisatsu patorebâ: Gekijô-ban (1989),4.473401683586583e-05,Japan,tt0100339,1989
3137,Kiddy Grade: Ignition (2007),4.473401683586583e-05,Japan,tt1521839,2007
3138,Sakebi (2006),4.473401683586583e-05,Japan,tt0843302,2006
3139,Najeun moksori (1995),4.473401683586583e-05,South Korea,tt0374083,1995
3140,Kaigara Ippei: Zempen (1929),4.473401683586583e-05,Japan,tt0440536,1929
3141,Sanada Kunoichi ninpoden Kasumi: Musashi! Ougi kaigan (2006),4.473401683586583e-05,Japan,tt5184592,2006
3142,Kaijin ôkami: Zempen (1926),4.473401683586583e-05,Japan,tt0862737,1926
3143,Kick In (1917),4.473401683586583e-05,USA,tt0008158,1917
3144,Mibôjin ryokan: Shitagaru waka okami (1999),4.473401683586583e-05,Japan,tt3972926,1999
3145,Ninshin to seibyô (1967),4.473401683586583e-05,Japan,tt0255424,1967
3146,Kamen raidâ x Kamen raidâ x Kamen raidâ the movie: Choudenou torirojî - Episôdo Reddo - zero no sutâto winkuru (2010),4.473401683586583e-05,Japan,tt1663158,2010
3147,SR: Saitama no rappâ (2009),4.473401683586583e-05,Japan,tt1390982,2009
3148,Nagagutsu o haita neko (1969),4.473401683586583e-05,Japan,tt0064714,1969
3149,Superseven Is Still My Name (2015),4.473401683586583e-05,USA,tt4585000,2015
3150,Byeolnara samchongsa (1979),4.473401683586583e-05,South Korea,tt1725007,1979
3151,Man in the Rough (1928),4.473401683586583e-05,USA,tt0019133,1928
3152,The Great Train Robbery (1941),4.473401683586583e-05,USA,tt0033680,1941
3153,Ôban (1957),4.473401683586583e-05,Japan,tt0313837,1957
3154,Rurôni Kenshin: Meiji kenkaku roman tan (2012),4.473401683586583e-05,Japan,tt1979319,2012
3155,Rakka no mai zenpen (1925),4.473401683586583e-05,Japan,tt1008943,1925
3156,Kishiwada shônen gurentai (1996),4.473401683586583e-05,Japan,tt0116780,1996
3157,12 Rounds (2009),4.473401683586583e-05,USA,tt1160368,2009
3158,Kekkô Kamen (2004),4.473401683586583e-05,Japan,tt0459427,2004
3159,Alpha and Omega (2010),4.473401683586583e-05,USA,tt1213012,2010
3160,"Nick Carter, Master Detective (1939)",4.473401683586583e-05,USA,tt0031721,1939
3161,Public Affairs (1983),4.473401683586583e-05,USA,tt0196875,1983
3162,Sêrâ-fuku: Yurizoku (1983),4.473401683586583e-05,Japan,tt0227464,1983
3163,Kafe Daikanyama: Suwîto bôizu (2008),4.473401683586583e-05,Japan,tt1202184,2008
3164,Marudukku sukuranburu: Asshuku (2010),4.473401683586583e-05,Japan,tt1754177,2010
3165,Mary Horror (2011),4.473401683586583e-05,USA,tt2104060,2011
3166,Slice (2011),4.473401683586583e-05,USA,tt2132452,2011
3167,Namadori: Sanfujin kashin ryôshitsu (1992),4.473401683586583e-05,Japan,tt2671264,1992
3168,His Own Law (1922),4.473401683586583e-05,USA,tt0014993,1922
3169,Oden jigoku: zenpen (1925),4.473401683586583e-05,Japan,tt1237808,1925
3170,Sureiyâzu (1995),4.473401683586583e-05,Japan,tt0161981,1995
3171,The Case of Becky (1915),4.473401683586583e-05,USA,tt0005063,1915
3172,Kigeki: Kyûkô ressha (1967),4.473401683586583e-05,Japan,tt5991270,1967
3173,Byeon Kang-soe (1986),4.473401683586583e-05,South Korea,tt0415692,1986
3174,Kai dempa satsujin kôsen - Dai ippen: Ningen tanku shutsugen (1936),4.473401683586583e-05,Japan,tt1163799,1936
3175,Tenchi Muyô! In Love (1996),4.473401683586583e-05,Japan,tt0117876,1996
3176,The Land Beyond the Law (1927),4.473401683586583e-05,USA,tt0018076,1927
3177,The Menace (1916),4.473401683586583e-05,USA,tt0009364,1916
3178,Kangofu nikki: Itazura na yubi (1979),4.473401683586583e-05,Japan,tt1559318,1979
3179,Jiraika-gumi: Dai-ippen (1927),4.473401683586583e-05,Japan,tt0870926,1927
3180,Akôjô (1952),4.473401683586583e-05,Japan,tt1942796,1952
3181,Mil Mascaras vs. the Aztec Mummy (2007),4.473401683586583e-05,USA,tt0469135,2007
3182,El Valley Centro (1999),4.473401683586583e-05,USA,tt0234964,1999
3183,Mrs. Death (1999),4.473401683586583e-05,USA,tt0196768,1999
3184,Jopog manura (2001),4.473401683586583e-05,South Korea,tt0296696,2001
3185,20-seiki shônen: Honkaku kagaku bôken eiga (2008),4.473401683586583e-05,Japan,tt1155705,2008
3186,Adriane's Warehouse (2010),4.473401683586583e-05,USA,tt2361000,2010
3187,Swedish Erotica Featurettes 2 (1989),4.473401683586583e-05,USA,tt0149217,1989
3188,Si da ming bu (2012),4.473401683586583e-05,China,tt2204340,2012
3189,Night Eyes (1990),4.473401683586583e-05,USA,tt0100251,1990
3190,She diao ying xiong chuan xu ji (1978),4.473401683586583e-05,Hong Kong,tt0078250,1978
3191,Yoidore hakase (1966),4.473401683586583e-05,Japan,tt5047790,1966
3192,Un dollaro tra i denti (1967),4.473401683586583e-05,USA,tt0060325,1967
3193,Mr. District Attorney (1941),4.473401683586583e-05,USA,tt0033923,1941
3194,Galloping Thru (1931),4.473401683586583e-05,USA,tt0021896,1931
3195,Karuto (2013),4.473401683586583e-05,"Japan,Hong Kong",tt2281002,2013
3196,"A Man, a Woman, and a Killer (1975)",4.473401683586583e-05,USA,tt0073348,1975
3197,Love Is News (1937),4.473401683586583e-05,USA,tt0029165,1937
3198,Strange As It Seems #36 (1934),4.473401683586583e-05,USA,tt0173258,1934
3199,Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror (1991),4.473401683586583e-05,USA,tt0230575,1991
3200,Revelation Road: The Beginning of the End (2013),4.473401683586583e-05,USA,tt2412746,2013
3201,Little Heroes (1999),4.473401683586583e-05,USA,tt0235546,1999
3202,The Rising Son (1990),4.473401683586583e-05,Hong Kong,tt0170510,1990
3203,Sheng huo xiong feng shang ji (1966),4.473401683586583e-05,Hong Kong,tt0060924,1966
3204,Playing with Dolls (2015),4.473401683586583e-05,USA,tt4145836,2015
3205,Pals First (1918),4.473401683586583e-05,USA,tt0009476,1918
3206,Yakuza senso: Nihon no Don (1977),4.473401683586583e-05,Japan,tt0144693,1977
3207,Brooklyn Orchid (1942),4.473401683586583e-05,USA,tt0034551,1942
3208,The Dark Knight: Knightfall - Part One (2014),4.473401683586583e-05,USA,tt4498364,2014
3209,To Jennifer (2013),4.473401683586583e-05,USA,tt2630300,2013
3210,Nihon jokyo-den: tekka geisha (1968),4.473401683586583e-05,Japan,tt0063353,1968
3211,Please Wait to Be Seated (2004),4.473401683586583e-05,USA,tt0428972,2004
3212,Mushukunin mikogami no jôkichi: Kawakaze ni kako wa nagareta (1972),4.473401683586583e-05,Japan,tt0887736,1972
3213,Six Cylinder Love (1923),4.473401683586583e-05,USA,tt0014477,1923
3214,Adventures of Bailey: The Lost Puppy (2010),4.473401683586583e-05,USA,tt1734063,2010
3215,Zero Woman 2 (1995),4.473401683586583e-05,Japan,tt0167508,1995
3216,The Villain (1979),4.4733292574028576e-05,USA,tt0080097,1979
3217,Blondie in Society (1941),4.4731952060974175e-05,USA,tt0033404,1941
3218,The Twilight Saga: Eclipse (2010),4.472247277249402e-05,USA,tt1325004,2010
3219,Beach Babes 2: Cave Girl Island (1995),4.469239845616956e-05,USA,tt0112466,1995
3220,This Is Elvis (1981),4.468819273731599e-05,USA,tt0083193,1981
3221,Planet of the Apes (2001),4.468517073423285e-05,USA,tt0133152,2001
3222,Sen to Chihiro no kamikakushi (2001),4.467699945439146e-05,Japan,tt0245429,2001
3223,Flower Drum Song (1961),4.4675882901586004e-05,USA,tt0054885,1961
3224,Son of Flubber (1963),4.465085721994135e-05,USA,tt0057518,1963
3225,Home Alone 2: Lost in New York (1992),4.463238121042248e-05,USA,tt0104431,1992
3226,Snuff (1975),4.4631758809999285e-05,USA,tt0072184,1975
3227,Angels Wash Their Faces (1939),4.4610115243980755e-05,USA,tt0031045,1939
3228,The Last Time I Saw Paris (1954),4.460436694307534e-05,USA,tt0047162,1954
3229,Philadelphia (1993),4.4593030086458835e-05,USA,tt0107818,1993
3230,The Immigrant (1917),4.4567294643425423e-05,USA,tt0005535,1917
3231,Trouble in Texas (1937),4.455244254615252e-05,USA,tt0029694,1937
3232,Urusei Yatsura 1: Onri yû (1983),4.454465442140489e-05,Japan,tt0086520,1983
3233,Salty O'Rourke (1945),4.45345899448132e-05,USA,tt0038047,1945
3234,Raw Deal (1986),4.450379680082803e-05,USA,tt0091828,1986
3235,Blackbelt II (1989),4.4498030276208745e-05,USA,tt0094755,1989
3236,My Little Pony: Equestria Girls (2013),4.4494665528353827e-05,USA,tt2908228,2013
3237,Mystery Men (1999),4.448495491616956e-05,USA,tt0132347,1999
3238,The Mystery of Mr. Wong (1939),4.4367110567203156e-05,USA,tt0031704,1939
3239,Horse Feathers (1932),4.436198694782913e-05,USA,tt0023027,1932
3240,The Dark Half (1993),4.432301014105517e-05,USA,tt0106664,1993
3241,The Tomb (1986),4.431455191581259e-05,USA,tt0090183,1986
3242,Weird Woman (1944),4.429917503169466e-05,USA,tt0037453,1944
3243,Monstrosity (1963),4.4296388657407924e-05,USA,tt0057859,1963
3244,Orgy American Style (1973),4.4296388657407924e-05,USA,tt3626382,1973
3245,Goyôkin (1969),4.429327434197048e-05,Japan,tt0064387,1969
3246,E tan qun ying hui (1976),4.428980620113895e-05,Hong Kong,tt0074450,1976
3247,Charlie Chan at the Opera (1936),4.4281279913580336e-05,USA,tt0027440,1936
3248,3 Men and a Baby (1987),4.425603208942463e-05,USA,tt0094137,1987
3249,The Initiation (1984),4.425122809966738e-05,USA,tt0087472,1984
3250,Go for Broke! (1951),4.422447006280598e-05,USA,tt0043590,1951
3251,Paranormal Activity 2 (2010),4.422297227627331e-05,USA,tt1536044,2010
3252,Way Out West (1937),4.4219221378644154e-05,USA,tt0029747,1937
3253,Nothing to Hide (1981),4.4215959033848086e-05,USA,tt0082824,1981
3254,Powaqqatsi (1988),4.4215687745003406e-05,USA,tt0095895,1988
3255,Short Cuts (1993),4.4215030373177026e-05,USA,tt0108122,1993
3256,Love Actually (2003),4.4213174253570366e-05,USA,tt0314331,2003
